nodes,0.0_time_generate,0.0_iter_generate,0.0_num_elementos_generate,0.0_confs_tested_generate,0.0_tries_generate,0.0_time_generate_limit,0.0_iter_generate_limit,0.0_num_elementos_generate_limit,0.0_confs_tested_generate_limit,0.0_tries_generate_limit,0.0_time_generate_2k,0.0_iter_generate_2k,0.0_num_elementos_generate_2k,0.0_confs_tested_generate_2k,0.0_tries_generate_2k,0.0_time_generate_2n,0.0_iter_generate_2n,0.0_num_elementos_generate_2n,0.0_confs_tested_generate_2n,0.0_tries_generate_2n,0.0_time_greedy,0.0_iter_greedy,0.0_num_elementos_greedy,0.0_confs_tested_greedy,0.0_tries_greedy,0.125_time_generate,0.125_iter_generate,0.125_num_elementos_generate,0.125_confs_tested_generate,0.125_tries_generate,0.125_time_generate_limit,0.125_iter_generate_limit,0.125_num_elementos_generate_limit,0.125_confs_tested_generate_limit,0.125_tries_generate_limit,0.125_time_generate_2k,0.125_iter_generate_2k,0.125_num_elementos_generate_2k,0.125_confs_tested_generate_2k,0.125_tries_generate_2k,0.125_time_generate_2n,0.125_iter_generate_2n,0.125_num_elementos_generate_2n,0.125_confs_tested_generate_2n,0.125_tries_generate_2n,0.125_time_greedy,0.125_iter_greedy,0.125_num_elementos_greedy,0.125_confs_tested_greedy,0.125_tries_greedy,0.25_time_generate,0.25_iter_generate,0.25_num_elementos_generate,0.25_confs_tested_generate,0.25_tries_generate,0.25_time_generate_limit,0.25_iter_generate_limit,0.25_num_elementos_generate_limit,0.25_confs_tested_generate_limit,0.25_tries_generate_limit,0.25_time_generate_2k,0.25_iter_generate_2k,0.25_num_elementos_generate_2k,0.25_confs_tested_generate_2k,0.25_tries_generate_2k,0.25_time_generate_2n,0.25_iter_generate_2n,0.25_num_elementos_generate_2n,0.25_confs_tested_generate_2n,0.25_tries_generate_2n,0.25_time_greedy,0.25_iter_greedy,0.25_num_elementos_greedy,0.25_confs_tested_greedy,0.25_tries_greedy,0.5_time_generate,0.5_iter_generate,0.5_num_elementos_generate,0.5_confs_tested_generate,0.5_tries_generate,0.5_time_generate_limit,0.5_iter_generate_limit,0.5_num_elementos_generate_limit,0.5_confs_tested_generate_limit,0.5_tries_generate_limit,0.5_time_generate_2k,0.5_iter_generate_2k,0.5_num_elementos_generate_2k,0.5_confs_tested_generate_2k,0.5_tries_generate_2k,0.5_time_generate_2n,0.5_iter_generate_2n,0.5_num_elementos_generate_2n,0.5_confs_tested_generate_2n,0.5_tries_generate_2n,0.5_time_greedy,0.5_iter_greedy,0.5_num_elementos_greedy,0.5_confs_tested_greedy,0.5_tries_greedy,0.75_time_generate,0.75_iter_generate,0.75_num_elementos_generate,0.75_confs_tested_generate,0.75_tries_generate,0.75_time_generate_limit,0.75_iter_generate_limit,0.75_num_elementos_generate_limit,0.75_confs_tested_generate_limit,0.75_tries_generate_limit,0.75_time_generate_2k,0.75_iter_generate_2k,0.75_num_elementos_generate_2k,0.75_confs_tested_generate_2k,0.75_tries_generate_2k,0.75_time_generate_2n,0.75_iter_generate_2n,0.75_num_elementos_generate_2n,0.75_confs_tested_generate_2n,0.75_tries_generate_2n,0.75_time_greedy,0.75_iter_greedy,0.75_num_elementos_greedy,0.75_confs_tested_greedy,0.75_tries_greedy,1.0_time_generate,1.0_iter_generate,1.0_num_elementos_generate,1.0_confs_tested_generate,1.0_tries_generate,1.0_time_generate_limit,1.0_iter_generate_limit,1.0_num_elementos_generate_limit,1.0_confs_tested_generate_limit,1.0_tries_generate_limit,1.0_time_generate_2k,1.0_iter_generate_2k,1.0_num_elementos_generate_2k,1.0_confs_tested_generate_2k,1.0_tries_generate_2k,1.0_time_generate_2n,1.0_iter_generate_2n,1.0_num_elementos_generate_2n,1.0_confs_tested_generate_2n,1.0_tries_generate_2n,1.0_time_greedy,1.0_iter_greedy,1.0_num_elementos_greedy,1.0_confs_tested_greedy,1.0_tries_greedy
14,0.00010639999999284555,91,14,1,1,9.59000000193555e-05,91,14,1,61,4.999999998744897e-05,36,9,1,14,7.539999995742619e-05,91,14,1,41,3.0000275000000443,0,14,73449,73449,0.012624300000027233,6290,7,985,1066,0.1556454000000258,19545,8,3144,193713,0.0005755999999905725,360,6,53,482,0.00021700000002056186,67,4,11,204,3.000061799999969,356860,8,55339,55339,0.0171032000000082,6643,6,1529,1655,0.1603475000000003,19131,6,4577,207182,0.000417999999967833,135,7,34,364,0.00021460000004935864,38,3,12,188,3.000089399999979,344431,7,45183,45183,0.02080159999997022,4554,4,2315,2490,0.1876411999999732,12694,4,6491,243646,0.0012243000000466964,340,4,174,1219,0.00023919999995314356,21,2,13,184,3.0001273999999967,337125,5,32780,32780,0.021316600000034214,3152,3,2407,2622,0.19161600000001044,9916,3,7481,249220,0.0014648000000079264,277,3,215,1443,0.00027009999996607803,13,1,14,184,3.000152899999989,283601,3,24368,24368,0.020998899999995047,2463,1,2464,2664,0.20506199999999808,7925,1,7926,264295,0.0016244000000256165,277,1,278,1619,0.00028100000002950765,13,1,14,165,3.000177600000029,260247,1,20019,20019
15,0.00010140000000546934,105,15,1,1,7.449999998243584e-05,105,15,1,27,5.379999998922358e-05,45,10,1,15,7.829999998421044e-05,105,15,1,38,3.000053199999968,0,15,69491,69491,0.025526399999989735,12678,8,1918,2043,0.12346469999999954,24845,8,3653,152800,0.0010221999999657783,620,6,100,984,0.00025149999999030115,87,3,13,244,3.0000638999999865,373959,8,51916,51916,0.030561699999964276,10397,7,2512,2723,0.125157999999999,20553,7,4763,160262,0.001011399999981677,413,6,99,1013,0.00024030000002994711,43,3,13,216,3.0001273999999967,343276,7,40895,40895,0.0428602000000069,9301,4,4705,5095,0.13555589999998574,14938,4,7639,174137,0.002430299999957697,672,3,369,2477,0.0002716000000191343,27,3,13,213,3.0001239000000055,328291,5,29430,29430,0.043848099999991064,6392,2,4908,5328,0.14662210000000186,11136,3,8598,192951,0.0023876000000200293,506,3,381,2523,0.0003300000000194814,21,1,15,259,3.0002291000000127,272494,3,21504,21504,0.043460700000025554,4920,1,4921,5357,0.17035500000002912,9136,1,9137,224199,0.00257129999999961,424,1,425,2626,0.00035250000001951776,14,1,15,233,3.0002169999999637,252518,1,18037,18037
16,0.00010009999999738284,120,16,1,1,9.929999998803396e-05,120,16,1,49,5.7499999968513293e-05,55,11,1,18,8.059999998977219e-05,120,16,1,39,3.0000425000000064,0,16,66806,66806,0.04021810000000414,18248,9,2602,2790,0.152884800000038,30216,9,4216,187457,0.001736600000015187,1057,7,153,1586,0.0002513000000021748,97,7,10,214,3.000068199999987,374794,9,49891,49891,0.0590429999999742,19889,8,4387,4714,0.17656519999997045,26034,7,5843,214772,0.0015075000000024374,631,7,135,1438,0.0002762000000302578,50,3,14,231,3.000128200000006,342947,8,38931,38931,0.09595999999999094,18475,4,9491,10293,0.17105650000002015,15350,5,7905,215337,0.0037455000000363725,1055,3,556,3912,0.00034279999999853317,24,3,14,300,3.000209200000029,324206,5,26642,26642,0.09395480000000589,12437,3,9767,10549,0.19175050000001193,12439,3,9787,242536,0.004037600000003749,766,2,617,4276,0.0003892000000291773,23,1,16,284,3.000197899999989,261495,3,19094,19094,0.09433269999999538,9833,1,9834,10614,0.19828730000000405,10377,1,10378,242190,0.0042476000000419845,644,1,645,4317,0.0004078000000049542,15,1,16,257,3.000332799999967,239850,1,15990,15990
17,0.00013790000002700253,136,17,1,1,0.00012439999994739992,136,17,1,84,6.399999995210237e-05,66,12,1,19,8.839999998144776e-05,136,17,1,39,3.0000574999999685,0,17,62293,62293,0.13819649999999228,65083,8,9854,10655,0.1915336999999795,38647,8,5897,232554,0.0021591999999941436,1195,7,181,2060,0.0003490999999939959,86,3,15,342,3.0000722999999994,396407,9,45770,45770,0.15354129999997213,62848,8,11610,12541,0.21087690000001658,37062,8,6795,257807,0.0016790999999898304,797,8,138,1607,0.00031020000000125947,70,2,16,274,3.000079600000049,328190,9,37250,37250,0.20829249999997046,37560,4,19204,20780,0.25981219999999894,19097,4,9877,326522,0.005456299999991643,1333,4,708,5693,0.00036459999995486214,30,3,15,288,3.00024540000004,310132,5,23475,23475,0.20101529999999457,24782,3,19605,21279,0.2320250999999871,13903,3,10867,288047,0.006547199999999975,1186,2,937,6690,0.0004305999999587584,18,1,17,281,3.0003016000000002,245148,3,16658,16658,0.2050670999999511,19666,1,19667,21325,0.26851990000000114,11650,1,11651,326510,0.006415399999980309,970,1,971,6852,0.0004652999999734675,16,1,17,323,3.000316899999973,227312,1,14207,14207
18,0.00012509999999110732,153,18,1,1,0.00011260000002266679,153,18,1,60,6.610000002638117e-05,78,13,1,16,9.59000000193555e-05,153,18,1,42,3.000035799999978,0,18,58137,58137,0.265008899999998,110900,9,18154,19477,0.28945860000004586,44490,8,7413,359144,0.006075400000042919,3495,7,564,5850,0.0003586999999924956,84,3,16,345,3.000078299999984,404286,9,41648,41648,0.33397029999997585,113127,8,24013,26005,0.26201999999994996,34880,8,7156,328109,0.00460720000000947,1993,7,427,4658,0.0003673999999591615,84,2,17,323,3.0001271999999517,321532,9,32255,32255,0.4388981999999828,71785,5,38364,41470,0.2740990000000352,20608,4,11036,340780,0.011757500000044274,2285,4,1219,9861,0.00045529999999871507,34,2,17,334,3.0002165999999875,290559,5,20344,20344,0.4343442999999638,48816,3,39231,42602,0.3293855000000008,15153,3,12200,403226,0.009994500000004791,1711,3,1392,10657,0.0004927999999608801,19,1,18,346,3.0003303999999957,232978,3,14802,14802,0.43399210000001176,39325,1,39326,42630,0.28002980000002253,12957,1,12958,341675,0.010156199999983073,1462,1,1463,10791,0.0005371000000309323,17,1,18,358,3.0002392999999756,216682,1,12746,12746
19,0.00013910000001260414,171,19,1,1,0.00010620000000471919,171,19,1,41,6.989999997131235e-05,78,13,1,17,0.00010059999999612046,171,19,1,37,3.000035499999967,0,19,54060,54060,0.6406080000000429,255224,9,40205,43556,0.45071539999997867,51626,8,8214,556536,0.004203899999993155,2237,8,332,4255,0.0003947999999809326,105,6,14,369,3.0001073000000247,404693,10,39273,39273,0.7550011000000154,247631,8,53692,58110,0.320827300000019,41029,8,8786,394123,0.010465899999985595,4587,6,1013,10474,0.00038569999998117055,71,2,18,326,3.0001245000000267,329607,9,29882,29882,0.9122112000000016,145245,4,77963,84635,0.34607019999998556,22844,4,12266,433615,0.01453950000001214,3394,4,1818,15660,0.000495499999999538,33,2,18,350,3.000321299999996,282913,5,18530,18530,0.9093599000000268,97452,2,78634,85190,0.3376081000000113,16309,3,13165,432313,0.01575690000004215,2692,2,2163,16914,0.000514500000008411,24,1,19,328,3.0004141000000004,222127,3,13317,13317,0.8835770000000025,78650,1,78651,85300,0.41086130000002186,14300,1,14301,512928,0.01570249999997486,2200,1,2201,17142,0.0005433999999695516,18,1,19,332,3.000276700000029,206190,1,11455,11455
20,0.00016460000000506625,190,20,1,1,0.0001399999999875945,190,20,1,80,7.690000001048247e-05,91,14,1,20,0.00012700000002041634,190,20,1,66,3.0000670000000014,0,20,52289,52289,1.228997800000002,493460,10,75687,81513,0.2299632999999517,54308,9,8560,278764,0.008507599999973081,4311,8,670,8576,0.0003982000000064545,107,4,17,360,3.00012559999999,340262,10,31336,31336,1.7560067000000004,535428,8,124195,134177,0.2491271000000097,44674,7,10265,306506,0.013769599999989168,5423,7,1304,14580,0.0005530000000248947,108,4,17,516,3.000105899999994,316453,9,25921,25921,1.954292100000032,291161,4,156552,169637,0.2697675000000004,22975,5,12439,313428,0.024358900000038375,5714,4,3024,26132,0.0005441999999789005,35,2,19,417,3.0002683999999817,262470,5,16193,16193,1.9927351000000044,194415,3,157090,170258,0.27692380000002004,17873,3,14459,332551,0.024357199999997192,4054,2,3264,26958,0.0006571000000121785,24,1,20,497,3.000329699999952,211055,3,11923,11923,1.8856612000000155,157288,1,157289,170459,0.28100640000002386,15401,1,15402,337572,0.02380599999997912,3308,1,3309,27036,0.0006017000000042572,19,1,20,369,3.000461599999994,194598,1,10242,10242
21,0.0001615999999557971,210,21,1,1,0.0001285000000166292,210,21,1,54,8.279999997284904e-05,105,15,1,22,0.0001765000000091277,210,21,1,127,3.000039000000015,0,21,49788,49788,2.948778100000027,1201584,10,179270,192950,0.27819990000000416,69257,8,10412,329974,0.010858100000007198,5353,9,812,11238,0.0004518000000075517,121,1,21,425,3.0000822000000085,403167,10,34664,34664,3.711893800000041,1095055,8,254385,275340,0.27302959999997256,47603,7,11252,337277,0.02255880000001298,8848,7,2109,24241,0.0005079999999679785,71,2,20,457,3.000174099999981,338703,9,25545,25545,4.0305942999999615,574751,4,313521,339951,0.28985889999995607,26032,4,14259,355735,0.037738100000012764,8583,4,4678,41826,0.0005413000000089596,35,1,21,424,3.0002868000000262,264997,5,15394,15394,3.8989551000000233,391595,3,314456,340522,0.2679305999999997,19696,3,15840,335967,0.03730550000000221,5997,3,4797,42180,0.0006362999999964813,23,1,21,421,3.0002812999999833,208537,3,11162,11162,3.9031385000000114,314579,1,314580,341088,0.2894102999999859,16442,1,16443,360601,0.037956500000007054,4969,1,4970,42558,0.0007077999999864915,20,1,21,465,3.00059090000002,190900,1,9545,9545
22,0.00015840000003208843,231,22,1,1,0.00014920000000984146,231,22,1,77,9.059999996452461e-05,120,16,1,25,0.00018180000000711516,231,22,1,130,3.0000605999999834,0,22,48676,48676,6.163095199999987,2523833,10,370428,401259,0.2889815999999996,69636,9,10450,350985,0.023469800000043506,12466,9,1873,24797,0.0005405999999652522,135,5,18,535,3.000132400000041,409032,11,33139,33139,7.42363499999999,1991409,9,484872,524088,0.30131779999999253,47445,8,11565,357292,0.040981899999962934,15553,7,3799,43427,0.0006073999999784974,115,3,20,517,3.000230399999964,318312,9,22247,22247,8.466325999999981,1135689,4,627879,680182,0.32430220000003374,27759,4,15255,404685,0.05818099999999049,12646,4,7003,65226,0.0006245999999805463,36,1,22,506,3.0004005999999777,254840,5,14027,14027,8.140488300000015,818571,3,628936,681272,0.3028108000000316,20970,3,16255,380871,0.0577686999999969,9326,4,7157,65950,0.0006614999999783322,30,1,22,456,3.0004524999999944,206324,4,10678,10678,8.005900599999961,629150,1,629151,681568,0.31847080000000005,17485,1,17486,399048,0.06350820000000112,7462,1,7463,66789,0.0007579000000532687,21,1,22,449,3.000646500000016,184968,1,8808,8808
23,0.00025160000006962946,253,23,1,1,0.00018390000002455054,253,23,1,53,0.00010239999994610116,120,16,1,18,0.00014360000000124273,253,23,1,59,3.000029799999993,0,23,46433,46433,11.370232700000088,4895285,11,632534,685260,0.3239485000000286,89212,9,11467,389591,0.01920370000004823,10300,10,1282,19962,0.0005555000000185828,146,4,20,521,3.000111699999934,391514,12,31703,31703,15.950172400000042,4161818,9,1040741,1125176,0.347849999999994,57070,6,14281,428796,0.06981059999998251,25111,7,6422,74250,0.000549399999954403,46,1,23,473,3.000133099999971,332243,9,21605,21605,17.04133550000006,2245481,5,1255209,1360313,0.31156450000003133,27785,5,15487,392237,0.09202069999992091,18748,4,10508,102352,0.0007375999999794658,43,2,22,574,3.000231699999972,249860,5,13015,13015,16.812135799999965,1639444,3,1258133,1363153,0.33993499999996857,22564,3,17330,427133,0.09015239999996538,14233,3,10923,103915,0.0007346999999526815,28,1,23,550,3.0003386999999293,201398,4,9912,9912,16.910692599999948,1258299,1,1258300,1363567,0.34793360000003304,18530,1,18531,437858,0.09039680000000772,11203,1,11204,104888,0.0007633000000168977,22,1,23,481,3.0004463000000214,172766,1,7853,7853
24,0.00020770000003267342,276,24,1,1,0.00024790000009033974,276,24,1,129,0.00011580000000321888,136,17,1,23,0.0001612000000932312,276,24,1,64,3.000038399999994,0,24,43880,43880,21.37781319999999,9302878,12,1066102,1153498,0.34001310000007834,94510,11,10774,396760,0.03768419999994421,20844,10,2406,37987,0.0006464000000505621,200,3,22,595,3.0000870000000077,375367,13,30414,30414,33.97311849999994,8524496,9,2131712,2309123,0.34955490000004374,55566,8,13920,422859,0.10784260000002632,38673,7,9753,117059,0.0005694999999832362,78,2,23,514,3.000243599999976,318196,9,19669,19669,36.037997700000005,4565804,4,2514670,2723987,0.3895152000000053,31308,4,17449,481650,0.14262299999995776,29185,4,15995,161085,0.000706300000047122,36,1,24,530,3.0004245000000083,238163,5,11886,11886,35.867814599999974,3252209,4,2515925,2724468,0.36356450000005225,23822,3,18452,456999,0.14215029999991202,21384,3,16618,163964,0.0007780999999340565,26,1,24,559,3.000561100000027,190174,4,8905,8905,35.37904609999998,2516589,1,2516590,2726675,0.38469580000003134,19577,1,19578,480310,0.14014929999996184,16813,1,16814,164169,0.0008721000000377899,23,1,24,542,3.0006323000000066,166980,1,7260,7260
25,0.00019659999998111743,300,25,1,1,0.00016659999994317332,300,25,1,67,0.00015739999992092635,153,18,1,36,0.00018070000010084186,300,25,1,88,3.0000643000000764,0,25,41923,41923,38.85857099999998,15715621,13,1901478,2048948,0.40203280000002906,101533,10,12375,471412,0.04896340000004784,24732,11,3062,50832,0.0006393999999545485,109,4,22,662,3.0001118000000133,378015,13,28213,28213,72.46681330000001,17475138,9,4496909,4869660,0.4038960999999972,60150,7,15563,499041,0.17928840000001856,62056,7,16034,195143,0.0007293999999546941,83,2,24,657,3.0002415000000155,315897,9,18354,18354,74.74393020000002,8967638,4,5031132,5450326,0.4123698000000786,32715,4,18459,513434,0.22328960000004372,43381,4,24368,253304,0.0007669000000305459,35,1,25,583,3.0004833999998937,230305,5,10934,10934,73.4962941,6509402,4,5032052,5452718,0.4146068000000014,24986,3,19328,510768,0.2341939000000366,32267,3,25020,255922,0.000889099999994869,34,1,25,617,3.000717399999985,186240,4,8355,8355,73.1498861,5033167,1,5033168,5452406,0.45190999999999804,20626,1,20627,567873,0.22142119999989518,25230,1,25231,257171,0.0009921999999278341,24,1,25,643,3.0005671999999777,160536,1,6689,6689
26,0.0001830000001064036,325,26,1,1,0.00021970000011606317,325,26,1,133,0.00012020000008305942,171,19,1,41,0.00017739999998411804,325,26,1,79,3.000095500000043,0,26,41036,41036,114.60370410000019,47335022,12,5856044,6341579,0.45553530000006504,119835,9,14661,539931,0.14151270000002114,78084,10,9633,147056,0.000773800000160918,200,5,22,739,3.0001760000000104,380073,13,26237,26237,153.64847299999997,35432899,9,9364278,10136847,0.4567027999999027,66118,6,17448,563910,0.29479990000004364,99826,7,26566,325366,0.0007550000000264845,84,3,24,681,3.0003352999999606,309754,9,16959,16959,154.92778840000005,18809860,5,10055374,10895212,0.42044320000013613,34732,5,18523,533227,0.3308948000001237,64838,5,34563,383815,0.0008524999998371641,39,1,26,675,3.0002790000000914,231749,6,10674,10674,151.0967720000001,13078014,3,10066076,10905410,0.45049589999985074,26636,3,20428,558631,0.35346240000012585,48558,3,37460,398259,0.001000399999838919,34,2,25,726,3.0006832000001395,182879,4,7881,7881,150.20490870000003,10066333,1,10066334,10906207,0.4524185000000216,21677,1,21678,559177,0.3363366999999471,37854,1,37855,400038,0.0011309999999866704,25,1,26,787,3.000934799999868,157650,1,6306,6306
27,0.0002162000000680564,351,27,1,1,0.0002805999999964115,351,27,1,171,0.0001402999998845189,171,19,1,34,0.0001833999999689695,351,27,1,81,3.0000597000000653,0,27,40280,40280,258.7546319999999,104621434,12,13292011,14386142,0.5379441000000043,123186,9,15683,613931,0.13927530000000843,69210,11,8732,149744,0.0006862000000182888,169,2,26,642,3.000177299999905,397694,13,25509,25509,316.82945519999976,70360548,9,19086808,20668674,0.47730490000003556,64298,7,17427,598772,0.4274081999997179,137334,8,37207,480182,0.0008026999998946849,68,4,24,723,3.0003545999998096,310494,9,16086,16086,317.7718388999997,39471008,6,20103821,21781424,0.5114091999998891,39910,4,20468,627960,0.528773700000329,103407,5,52783,602872,0.0009141000000454369,61,1,27,733,3.0004054000000906,227747,6,10177,10177,314.48657809999986,26572305,3,20132263,21811336,0.5004281999999876,28306,3,21440,628445,0.5355145000003176,74490,3,56424,622454,0.0014681999996355444,36,1,27,707,3.0005519000001186,177089,4,7356,7356,310.3298393,20132666,1,20132667,21810831,0.5257172000001447,22730,1,22731,671900,0.5220309999999699,56790,1,56791,623203,0.0010634000000209198,26,1,27,661,3.0009460000001127,153582,1,5907,5907
28,0.00023979999969014898,378,28,1,1,0.00026109999998880085,378,28,1,124,0.00015080000002853922,190,20,1,34,0.0002142000003004796,378,28,1,107,3.0000416000002588,0,28,38229,38229,566.5939979,220057057,12,28946739,31349797,0.5457643999998254,125201,9,16603,665583,0.41531550000036077,216660,10,28605,444103,0.0007890000001680164,159,3,26,759,3.00024140000005,395255,13,23872,23872,665.4584028999998,149804848,9,38614254,41828766,0.5649288000004162,70104,8,17971,689960,0.6565857000005053,210231,8,54267,731828,0.0008861999995133374,95,1,28,810,3.0002802999997584,306991,9,15347,15347,663.6591349999999,77892199,6,40194162,43551893,0.5834481000001688,42312,4,21663,736836,0.7946980999995503,148348,6,76576,919731,0.0009264000000257511,57,3,26,705,3.000463299999865,220320,6,9445,9445,652.2397418999999,52611664,3,40264906,43625497,0.548192499999459,28785,4,22128,685271,0.8324806000000535,110993,3,84719,967150,0.0011211000000912463,34,2,27,789,3.000779500000135,167522,4,6663,6663,651.0011256999996,40265322,1,40265323,43626480,0.5729002999996737,23785,1,23786,718135,0.8237361000001329,85199,1,85200,969167,0.0012716000001091743,27,1,28,856,3.0007493000002796,143478,1,5314,5314
29,0.0002243999997517676,406,29,1,1,0.00020059999951627105,406,29,1,74,0.00013760000001639128,210,21,1,44,0.00020020000010845251,406,29,1,81,3.0000645999998596,0,29,36004,36004,1084.5129344999996,402490432,13,52058731,56391511,0.6238230000008116,129648,10,16730,760983,0.4928343000001405,241363,11,31466,531127,0.0008246999996117665,192,5,25,780,3.0001638000003368,384770,14,22565,22565,1384.3322058000003,295247887,9,78363092,84877178,0.5982746000008774,78045,6,20581,755612,1.0535163000004104,326465,8,86846,1187545,0.0008813999993435573,94,2,28,780,3.000270599999567,301321,9,14310,14310,1353.8733405000003,156691611,6,80442776,87157445,0.5962515000010171,43771,4,22446,764147,1.2710129000006418,241917,5,124164,1487551,0.001073299999916344,62,2,28,892,3.0004656999990402,216065,6,8874,8874,1338.7074889000014,107165388,4,80528032,87251956,0.6321440000010625,31061,4,23304,810896,1.2518417999999656,169091,4,126552,1500711,0.0011396999998396495,36,1,29,811,3.0007009000000835,170888,4,6576,6576,1323.3729246999992,80530644,1,80530645,87249352,0.6117161000001943,24842,1,24843,792544,1.245321899999908,127808,1,127809,1506030,0.0012704999990091892,28,1,29,865,3.000602699999945,143976,1,5142,5142
